priority_rank_global,priority_rank_region,region,OBJECTID,road_name,road_class,land_use,archetype,latitude,longitude,posted_limit_kmh,speed_85th_pct_kmh,safe_system_threshold_kmh,speed_excess_kmh,pct_vehicles_over_limit,final_score,final_grade,score_ci_low,score_ci_high,score_std,grade_uncertain,nilsson_fatality_reduction_pct,economic_benefit_usd_annual,economic_benefit_m_annual,impact_efficiency_index,vlm_pedestrian_infra,vlm_cyclist_infra,vlm_roadside_activity,vlm_vru_exposure,vlm_road_condition,vlm_signage_quality,yolo_pedestrian_count,yolo_moto_count,yolo_vru_ratio,primary_intervention,secondary_intervention
43.0000,43.0000,Maharashtra,2840,Pusegaon Phaltan Road,secondary,RURAL,Rural Risk Corridor,17.8734,74.3249,55.0000,87.0000,60.0000,27.0000,94.3000,50.4600,C,46.6000,54.3200,1.9700,False,77.4000,4088175,4.0880,2044087.5000,,,,,,,,,,"Roadside safety treatment: barriers, clear zones, hazard removal",Collision warning systems + periodic safety rest areas
44.0000,44.0000,Maharashtra,3548,,trunk,RURAL,High-Volume Corridor,17.6584,75.7817,55.0000,106.3333,80.0000,26.3000,54.9000,46.2200,C,42.7000,49.7400,1.7900,False,68.0000,5653832,5.6540,2034484.3500,0.5,0.5,0.5,0.5,0.5,0.5,,,,Peak-hour variable speed limits + congestion-responsive enforcement,Grade-separated pedestrian crossings at highest-volume points
45.0000,45.0000,Maharashtra,3317,,trunk,RURAL,Infrastructure Void,17.2841,75.5638,50.0000,86.5000,80.0000,6.5000,84.5000,41.0800,C,36.9600,45.2000,2.1000,True,26.8000,6033043,6.0330,2011014.3300,,,,,,,,,,"Physical separation: pedestrian bridges, crash barriers, protected crossings","Interim: kerb extensions, raised crossings, road diet"
46.0000,46.0000,Maharashtra,3413,,trunk,RURAL,Infrastructure Void,20.6734,77.5401,60.0000,93.1667,80.0000,13.2000,98.2000,45.8500,C,41.9300,49.7700,2.0000,True,45.6000,5898788,5.8990,1966262.6700,,,,,,,,,,"Physical separation: pedestrian bridges, crash barriers, protected crossings","Interim: kerb extensions, raised crossings, road diet"
47.0000,47.0000,Maharashtra,3420,Amravati Bypass,trunk,URBAN,Speed Creep Zone,20.9065,77.7710,60.0000,97.5000,60.0000,37.5000,88.0000,54.5400,C,51.8300,57.2500,1.3800,False,85.7000,6700786,6.7010,1939446.0200,,,,,,,,,,Speed camera deployment (fixed + average) + signage visibility audit,"Road surface treatments (rumble strips, optical narrowing) to reduce speeds"
48.0000,48.0000,Maharashtra,3276,,trunk,RURAL,Infrastructure Void,20.8635,75.6456,55.0000,91.7647,80.0000,11.8000,98.8000,45.4000,C,42.4800,48.3200,1.4900,False,42.2000,5551612,5.5520,1850537.3300,,,,,,,,,,"Physical separation: pedestrian bridges, crash barriers, protected crossings","Interim: kerb extensions, raised crossings, road diet"
49.0000,49.0000,Maharashtra,3345,,trunk,RURAL,High-Volume Corridor,21.4325,78.8117,80.0000,107.7619,80.0000,27.8000,70.9000,49.2300,C,44.0100,54.4500,2.6600,False,69.6000,5389638,5.3900,1816527.8100,,,,,,,,,,Peak-hour variable speed limits + congestion-responsive enforcement,Grade-separated pedestrian crossings at highest-volume points
50.0000,50.0000,Maharashtra,3329,,trunk,RURAL,High-Volume Corridor,21.4326,78.8115,80.0000,108.5000,80.0000,28.5000,72.9000,49.7100,C,43.7200,55.7000,3.0500,False,70.4000,5319083,5.3190,1793352.3300,,,,,,,,,,Peak-hour variable speed limits + congestion-responsive enforcement,Grade-separated pedestrian crossings at highest-volume points
51.0000,51.0000,Maharashtra,3698,Malegaon Bypass,trunk,URBAN,Speed Creep Zone,20.5416,74.5363,50.0000,75.5000,60.0000,15.5000,73.3000,44.3100,C,41.4200,47.2000,1.4700,True,60.1000,5417565,5.4180,1683519.2700,0.5,0.5,0.5,0.5,0.5,0.5,,,,Speed camera deployment (fixed + average) + signage visibility audit,"Road surface treatments (rumble strips, optical narrowing) to reduce speeds"
52.0000,52.0000,Maharashtra,3677,Malegaon Bypass,trunk,URBAN,Speed Creep Zone,20.5414,74.5373,50.0000,76.9000,60.0000,16.9000,70.6000,44.5600,C,41.5700,47.5500,1.5300,True,62.9000,5132633,5.1330,1622710.4000,0.5,0.5,0.5,0.5,0.5,0.5,,,,Speed camera deployment (fixed + average) + signage visibility audit,"Road surface treatments (rumble strips, optical narrowing) to reduce speeds"
53.0000,53.0000,Maharashtra,3822,Ahmadnagar Aurangabad Highway,trunk,RURAL,Infrastructure Void,19.4641,74.9262,60.0000,87.0000,80.0000,7.0000,90.0000,42.8200,C,40.5100,45.1300,1.1800,True,28.5000,4802913,4.8030,1600971.0000,0.5,0.5,0.5,0.5,0.5,0.5,,,,"Physical separation: pedestrian bridges, crash barriers, protected crossings","Interim: kerb extensions, raised crossings, road diet"
54.0000,54.0000,Maharashtra,3581,,trunk,RURAL,High-Volume Corridor,21.1079,74.7948,80.0000,100.0000,80.0000,20.0000,56.4000,43.9100,C,41.4800,46.3400,1.2400,True,59.0000,4198714,4.1990,1593439.8500,0.5,0.5,0.5,0.5,0.5,0.5,,,,Peak-hour variable speed limits + congestion-responsive enforcement,Grade-separated pedestrian crossings at highest-volume points
55.0000,55.0000,Maharashtra,3363,,trunk,RURAL,Infrastructure Void,19.0225,77.2023,55.0000,95.6000,80.0000,15.6000,84.4000,45.4400,C,42.5900,48.2900,1.4500,False,51.0000,4720257,4.7200,1573419.0000,,,,,,,,,,"Physical separation: pedestrian bridges, crash barriers, protected crossings","Interim: kerb extensions, raised crossings, road diet"
56.0000,56.0000,Maharashtra,3717,,trunk,RURAL,High-Volume Corridor,20.1502,73.9767,60.0000,94.0000,80.0000,14.0000,64.5000,42.3600,C,38.3600,46.3600,2.0400,True,47.5000,4134976,4.1350,1566278.7900,,,,,,,,,,Peak-hour variable speed limits + congestion-responsive enforcement,Grade-separated pedestrian crossings at highest-volume points
57.0000,57.0000,Maharashtra,3573,,trunk,RURAL,Infrastructure Void,20.2173,75.5771,55.0000,88.0000,80.0000,8.0000,100.0000,44.2400,C,41.9500,46.5300,1.1700,True,31.7000,4586535,4.5870,1528845.0000,,,,,,,,,,"Physical separation: pedestrian bridges, crash barriers, protected crossings","Interim: kerb extensions, raised crossings, road diet"
58.0000,58.0000,Maharashtra,3236,,primary,RURAL,Infrastructure Void,18.2590,75.3270,55.0000,85.7500,80.0000,5.8000,83.3000,40.5200,C,35.5900,45.4500,2.5100,True,24.2000,3725886,3.7260,1490354.4000,,,,,,,,,,"Physical separation: pedestrian bridges, crash barriers, protected crossings","Interim: kerb extensions, raised crossings, road diet"
59.0000,59.0000,Maharashtra,2941,,trunk,RURAL,Infrastructure Void,20.3811,78.5315,55.0000,90.2500,80.0000,10.2000,100.0000,44.4600,C,40.3300,48.5900,2.1100,True,38.3000,4346254,4.3460,1448751.3300,,,,,,,,,,"Physical separation: pedestrian bridges, crash barriers, protected crossings","Interim: kerb extensions, raised crossings, road diet"
60.0000,60.0000,Maharashtra,3890,,trunk,RURAL,Infrastructure Void,20.4226,74.3611,50.0000,83.0000,80.0000,3.0000,85.8000,40.4900,C,37.5400,43.4400,1.5000,False,13.7000,4336907,4.3370,1445635.6700,,,,,,,,,,"Physical separation: pedestrian bridges, crash barriers, protected crossings","Interim: kerb extensions, raised crossings, road diet"
61.0000,61.0000,Maharashtra,3837,,trunk,RURAL,Infrastructure Void,19.2999,74.1700,60.0000,89.3333,80.0000,9.3000,100.0000,45.0300,C,41.1000,48.9600,2.0100,True,35.7000,3862083,3.8620,1445390.3400,0.5,0.5,0.5,0.5,0.5,0.5,,,,"Physical separation: pedestrian bridges, crash barriers, protected crossings","Interim: kerb extensions, raised crossings, road diet"
62.0000,62.0000,Maharashtra,3119,,primary,RURAL,Infrastructure Void,19.9786,77.3647,55.0000,85.0000,80.0000,5.0000,100.0000,42.2500,C,36.1800,48.3200,3.1000,True,21.5000,3492992,3.4930,1397196.8000,,,,,,,,,,"Physical separation: pedestrian bridges, crash barriers, protected crossings","Interim: kerb extensions, raised crossings, road diet"
63.0000,63.0000,Maharashtra,3704,Nagpur Amravati Road,trunk,RURAL,Infrastructure Void,21.1389,78.8782,60.0000,86.0000,80.0000,6.0000,81.6000,41.0600,C,37.0500,45.0700,2.0500,True,25.1000,4152115,4.1520,1384038.3300,,,,,,,,,,"Physical separation: pedestrian bridges, crash barriers, protected crossings","Interim: kerb extensions, raised crossings, road diet"
64.0000,64.0000,Maharashtra,3025,,trunk,RURAL,Infrastructure Void,21.2864,80.3533,55.0000,86.7500,80.0000,6.8000,84.1000,40.5900,C,36.6600,44.5200,2.0100,True,27.7000,4121083,4.1210,1373694.3300,,,,,,,,,,"Physical separation: pedestrian bridges, crash barriers, protected crossings","Interim: kerb extensions, raised crossings, road diet"
65.0000,65.0000,Maharashtra,3746,,trunk,RURAL,Infrastructure Void,19.1472,74.0292,60.0000,99.5000,80.0000,19.5000,100.0000,49.5200,C,45.0100,54.0300,2.3000,False,58.2000,3276437,3.2760,1366320.6800,0.5,0.5,0.5,0.5,0.5,0.5,,,,"Physical separation: pedestrian bridges, crash barriers, protected crossings","Interim: kerb extensions, raised crossings, road diet"
66.0000,66.0000,Maharashtra,2825,,primary,RURAL,Infrastructure Void,17.4733,74.7344,55.0000,90.5000,80.0000,10.5000,87.3000,42.5400,C,39.1800,45.9000,1.7100,True,38.9000,3261741,3.2620,1304696.4000,,,,,,,,,,"Physical separation: pedestrian bridges, crash barriers, protected crossings","Interim: kerb extensions, raised crossings, road diet"
67.0000,67.0000,Maharashtra,3369,,trunk,RURAL,High-Volume Corridor,18.4331,76.6738,55.0000,97.5000,80.0000,17.5000,48.6000,41.8100,C,36.5000,47.1200,2.7100,True,54.7000,3663368,3.6630,1304153.7900,,,,,,,,,,Peak-hour variable speed limits + congestion-responsive enforcement,Grade-separated pedestrian crossings at highest-volume points
68.0000,68.0000,Maharashtra,2918,,secondary,RURAL,Rural Risk Corridor,18.9346,74.1263,55.0000,83.7500,60.0000,23.8000,86.6000,48.7500,C,43.3600,54.1400,2.7500,False,73.7000,2175663,2.1760,1296581.0500,,,,,,,,,,"Roadside safety treatment: barriers, clear zones, hazard removal",Collision warning systems + periodic safety rest areas
69.0000,69.0000,Maharashtra,3193,Jalna Beed Road,trunk,RURAL,Infrastructure Void,19.6026,75.7886,55.0000,87.5000,80.0000,7.5000,87.9000,41.7300,C,38.5000,44.9600,1.6400,True,30.1000,3860317,3.8600,1286772.3300,,,,,,,,,,"Physical separation: pedestrian bridges, crash barriers, protected crossings","Interim: kerb extensions, raised crossings, road diet"
70.0000,70.0000,Maharashtra,3332,,trunk,RURAL,High-Volume Corridor,20.1568,77.0858,50.0000,98.0000,80.0000,18.0000,50.1000,41.7200,C,39.3000,44.1400,1.2400,True,55.6000,3540403,3.5400,1259481.6800,,,,,,,,,,Peak-hour variable speed limits + congestion-responsive enforcement,Grade-separated pedestrian crossings at highest-volume points
71.0000,71.0000,Maharashtra,3368,Nagpur Adilabad Road,trunk,RURAL,Infrastructure Void,20.5720,78.8791,50.0000,98.3846,80.0000,18.4000,97.3000,48.5800,C,44.6500,52.5100,2.0000,False,56.3000,3443613,3.4440,1256793.0700,0.5,0.5,0.5,0.5,0.5,0.5,,,,"Physical separation: pedestrian bridges, crash barriers, protected crossings","Interim: kerb extensions, raised crossings, road diet"
72.0000,72.0000,Maharashtra,3397,Nagpur Adilabad Road,trunk,RURAL,Infrastructure Void,20.5713,78.8777,50.0000,96.5000,80.0000,16.5000,100.0000,48.2000,C,42.6200,53.7800,2.8500,False,52.8000,3438845,3.4390,1247766.6900,0.5,0.5,0.5,0.5,0.5,0.5,,,,"Physical separation: pedestrian bridges, crash barriers, protected crossings","Interim: kerb extensions, raised crossings, road diet"
