priority_rank_global,priority_rank_region,region,OBJECTID,road_name,road_class,land_use,archetype,latitude,longitude,posted_limit_kmh,speed_85th_pct_kmh,safe_system_threshold_kmh,speed_excess_kmh,pct_vehicles_over_limit,final_score,final_grade,score_ci_low,score_ci_high,score_std,grade_uncertain,nilsson_fatality_reduction_pct,economic_benefit_usd_annual,economic_benefit_m_annual,impact_efficiency_index,vlm_pedestrian_infra,vlm_cyclist_infra,vlm_roadside_activity,vlm_vru_exposure,vlm_road_condition,vlm_signage_quality,yolo_pedestrian_count,yolo_moto_count,yolo_vru_ratio,primary_intervention,secondary_intervention
776.0000,761.0000,Thailand,16076,Phahon Yothin Road,trunk,URBAN,Urban Speedway,16.3487,99.5899,90.0000,109.0000,60.0000,49.0000,57.5000,61.1700,D,55.4400,66.9000,2.9200,True,90.8000,10859291,10.8590,3796954.9000,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
781.0000,766.0000,Thailand,36487,Phatthanakan Khu Khwang Road,primary,URBAN,Urban Speedway,8.4807,99.9625,80.0000,98.0000,50.0000,48.0000,55.0000,60.4400,D,55.1800,65.7000,2.6800,True,93.2000,8544733,8.5450,3774175.3500,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
792.0000,777.0000,Thailand,35857,Kanchanaphisek Road Inner Service Road,secondary,URBAN,Urban Speedway,13.9503,100.4237,80.0000,92.0000,40.0000,52.0000,42.5000,62.9600,D,57.2000,68.7200,2.9300,False,96.4000,5393524,5.3940,3722238.7900,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
796.0000,781.0000,Thailand,34226,Srinagarindra-Rom Klao Road,secondary,URBAN,High-Volume Corridor,13.7533,100.7043,30.0000,91.0000,40.0000,51.0000,100.0000,60.5700,D,56.2700,64.8700,2.1900,False,96.3000,5181825,5.1820,3711909.0300,0.5,0.5,0.5,0.5,0.5,0.5,,,,Peak-hour variable speed limits + congestion-responsive enforcement,Grade-separated pedestrian crossings at highest-volume points
840.0000,824.0000,Thailand,34085,Surat Thani Ring Road,primary,URBAN,Urban Speedway,9.1771,99.3210,90.0000,105.5000,50.0000,55.5000,48.7000,64.8500,D,55.0400,74.6600,5.0100,True,95.0000,8373534,8.3740,3503570.7100,,,,,,,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
850.0000,834.0000,Thailand,17521,Asian Highway,trunk,URBAN,Urban Speedway,15.1411,100.2578,90.0000,114.0000,60.0000,54.0000,68.3000,64.6400,D,57.5600,71.7200,3.6100,False,92.3000,9658767,9.6590,3450792.0700,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
867.0000,849.0000,Thailand,35530,7 Frontage Road,secondary,URBAN,Urban Speedway,13.2767,100.9910,90.0000,93.0000,40.0000,53.0000,20.0000,63.0400,D,53.5000,72.5800,4.8600,True,96.6000,4839823,4.8400,3360988.1900,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
871.0000,852.0000,Thailand,36486,Phatthanakan Khu Khwang Road,primary,URBAN,Urban Speedway,8.4808,99.9626,80.0000,102.0000,50.0000,52.0000,66.7000,63.2100,D,56.8200,69.6000,3.2600,False,94.2000,7551293,7.5510,3332432.9200,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
872.0000,853.0000,Thailand,54084, ,secondary,RURAL,Urban Speedway,15.8805,103.4290,90.0000,113.0000,60.0000,53.0000,62.5000,62.5500,D,56.7200,68.3800,2.9700,False,92.0000,4713171,4.7130,3330862.9000,,,,,,,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
877.0000,858.0000,Thailand,20283, ,primary,URBAN,Urban Speedway,7.1987,99.7366,90.0000,101.5000,50.0000,51.5000,36.5000,61.3200,D,55.2800,67.3600,3.0800,True,94.1000,8293743,8.2940,3310875.4500,,,,,,,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
893.0000,873.0000,Thailand,33853,Si Khio-Det Udom Road,trunk,URBAN,Urban Speedway,14.7572,102.0420,90.0000,112.0000,60.0000,52.0000,57.5000,62.3500,D,56.5900,68.1100,2.9400,False,91.8000,9153608,9.1540,3208415.0000,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
929.0000,907.0000,Thailand,36338,Suvarnabhumi 3 Road,secondary,URBAN,Urban Speedway,13.6334,100.7395,80.0000,89.0000,40.0000,49.0000,35.0000,60.9100,D,54.2700,67.5500,3.3900,True,95.9000,4166993,4.1670,3048275.7900,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
983.0000,956.0000,Thailand,36247,Phetkasem Road,trunk,URBAN,Urban Speedway,12.8791,99.9148,90.0000,110.0000,60.0000,50.0000,61.7000,62.0800,D,56.4900,67.6700,2.8500,True,91.1000,7635803,7.6360,2837533.6300,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
997.0000,967.0000,Thailand,33973,Khotchaseni Road,trunk,URBAN,Urban Speedway,15.4411,101.0687,90.0000,109.0000,60.0000,49.0000,57.5000,60.8300,D,55.7200,65.9400,2.6100,True,90.8000,7702443,7.7020,2796820.2600,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
998.0000,968.0000,Thailand,34229,Srinagarindra-Rom Klao Road,secondary,URBAN,Urban Speedway,13.7552,100.7324,80.0000,98.0000,40.0000,58.0000,50.0000,66.1700,D,58.8200,73.5200,3.7500,False,97.2000,3824318,3.8240,2791472.9900,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
999.0000,969.0000,Thailand,35128,Roi Et Outer Ring Road,primary,URBAN,Urban Speedway,16.0859,103.6622,90.0000,101.0000,50.0000,51.0000,37.5000,60.7400,D,56.8600,64.6200,1.9800,True,94.0000,7664106,7.6640,2788975.9800,,,,,,,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1007.0000,977.0000,Thailand,36231,Phetkasem Road,trunk,URBAN,Urban Speedway,12.8791,99.9147,90.0000,108.0000,60.0000,48.0000,55.0000,60.4800,D,54.5200,66.4400,3.0400,True,90.5000,7478404,7.4780,2779042.7400,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1010.0000,980.0000,Thailand,17506,Asian Highway,trunk,URBAN,Urban Speedway,14.4317,100.5522,90.0000,109.5000,60.0000,49.5000,61.3000,62.1400,D,56.9900,67.2900,2.6300,False,91.0000,7319987,7.3200,2767480.9100,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1049.0000,1017.0000,Thailand,113,Saraburi Bypass Road,primary,URBAN,Urban Speedway,14.5239,100.9701,90.0000,103.0000,50.0000,53.0000,45.0000,63.2900,D,58.6000,67.9800,2.3900,False,94.5000,5649502,5.6500,2624013.9300,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1061.0000,1029.0000,Thailand,33646,Rama II Road,trunk,URBAN,Urban Speedway,13.3429,99.8566,90.0000,110.0000,60.0000,50.0000,57.9000,61.8100,D,55.7000,67.9200,3.1200,True,91.1000,6838133,6.8380,2587261.8200,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1066.0000,1034.0000,Thailand,42084, ,secondary,URBAN,Urban Speedway,16.6259,99.8929,86.0000,91.3333,40.0000,51.3000,27.4000,60.8100,D,56.0300,65.5900,2.4400,True,96.3000,4845149,4.8450,2571735.1400,,,,,,,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1082.0000,1049.0000,Thailand,33851,Si Khio-Det Udom Road,trunk,URBAN,Urban Speedway,14.8496,101.7248,90.0000,113.0000,60.0000,53.0000,65.0000,63.5800,D,58.2000,68.9600,2.7400,False,92.0000,6972490,6.9720,2493737.4800,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1097.0000,1063.0000,Thailand,33878,Si Khio-Det Udom Road,trunk,URBAN,Urban Speedway,14.8491,101.7254,90.0000,111.0000,60.0000,51.0000,60.0000,62.1300,D,57.2200,67.0400,2.5000,False,91.5000,6869960,6.8700,2472987.7600,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1129.0000,1092.0000,Thailand,46419, ,secondary,URBAN,Urban Speedway,14.8882,100.4632,90.0000,100.5000,40.0000,60.5000,38.7000,67.3900,D,59.8400,74.9400,3.8500,False,97.5000,3804431,3.8040,2383728.7000,,,,,,,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1182.0000,1143.0000,Thailand,44030, ,secondary,URBAN,Urban Speedway,16.7685,100.1486,90.0000,100.0000,40.0000,60.0000,33.3000,66.9300,D,59.2100,74.6500,3.9400,False,97.4000,3456718,3.4570,2247540.9600,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1186.0000,1146.0000,Thailand,21134, ,primary,URBAN,Urban Speedway,14.0146,99.9307,80.0000,102.0000,50.0000,52.0000,67.5000,63.3600,D,54.7500,71.9700,4.3900,True,94.2000,4697391,4.6970,2228363.8500,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1191.0000,1151.0000,Thailand,41242, ,secondary,URBAN,Urban Speedway,14.3380,99.8274,90.0000,94.5000,40.0000,54.5000,22.1000,62.9400,D,58.0100,67.8700,2.5200,False,96.8000,3691159,3.6910,2214252.5500,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1208.0000,1168.0000,Thailand,17447,Asian Highway,trunk,URBAN,Urban Speedway,10.3341,99.1011,90.0000,109.0000,60.0000,49.0000,55.0000,60.6900,D,55.8800,65.5000,2.4600,True,90.8000,5810421,5.8100,2161614.9600,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1214.0000,1174.0000,Thailand,35837,Mae Rim Bypass road,secondary,URBAN,Urban Speedway,18.9162,98.9706,90.0000,90.0000,40.0000,50.0000,15.0000,60.4100,D,53.9700,66.8500,3.2800,True,96.1000,3240524,3.2410,2138959.7400,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1225.0000,1183.0000,Thailand,35853,Kanchanaphisek Road Inner Service Road,secondary,URBAN,Urban Speedway,14.0543,100.4641,80.0000,98.0000,40.0000,58.0000,55.0000,66.5600,D,60.9600,72.1600,2.8600,False,97.2000,2934409,2.9340,2102012.1800,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1227.0000,1185.0000,Thailand,40279, ,secondary,URBAN,Urban Speedway,16.3685,99.6123,80.0000,90.0000,40.0000,50.0000,41.4000,60.6600,D,55.6800,65.6400,2.5400,True,96.1000,3758611,3.7590,2099782.6800,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1231.0000,1189.0000,Thailand,53782, ,secondary,RURAL,Urban Speedway,15.5710,103.2160,90.0000,108.5000,60.0000,48.5000,60.1000,60.0000,D,53.1900,66.8100,3.4700,True,90.6000,2649319,2.6490,2094323.3200,,,,,,,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1237.0000,1195.0000,Thailand,34847,Suphan Buri Ring Road,primary,URBAN,Urban Speedway,14.4938,100.0468,90.0000,114.0000,50.0000,64.0000,65.0000,68.0100,D,60.9800,75.0400,3.5900,False,96.3000,4624614,4.6250,2058128.1700,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1243.0000,1201.0000,Thailand,15745,Phitsanulok Ring Road,primary,URBAN,Urban Speedway,16.7606,100.2206,85.0000,109.5000,50.0000,59.5000,64.3000,67.2000,D,60.7800,73.6200,3.2800,False,95.7000,4239522,4.2400,2045114.3300,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1244.0000,1202.0000,Thailand,35836,Mae Rim Bypass road,secondary,URBAN,Urban Speedway,18.9163,98.9706,80.0000,91.0000,40.0000,51.0000,40.0000,61.4200,D,53.9400,68.9000,3.8200,True,96.3000,3097101,3.0970,2044291.0900,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1277.0000,1232.0000,Thailand,42666, ,secondary,URBAN,Urban Speedway,13.7724,99.9131,80.0000,100.0000,40.0000,60.0000,60.0000,68.3300,D,60.7200,75.9400,3.8800,True,97.4000,2686547,2.6870,1976855.7800,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
